,7_1,7_2,7a72_1,7a72_2,7b72_1,7b72_2
AFP__chr4,0,0,13.79584487,0,0,2.983523938
AFTPH__chr2,1378.464354,1519.957612,1258.870844,1105.662995,1260.815573,1156.61278
AGAP1-IT1__chr2,8.509039225,10.1218043,10.34688365,3.45519686,27.05612818,0
AGAP11__chr10,0,0,0,0,1.082245127,0
AGAP1__chr2,655.1960203,848.5445936,461.4710108,722.1361437,627.7021739,433.6054789
AGAP2-AS1__chr12,19.85442486,13.49573906,33.11002768,10.36559058,5.411225637,5.967047875
AGAP2__chr12,0,0,0,0,0,0
AGAP3__chr7,589.9600529,258.9494933,604.2580052,722.1361437,320.3445577,283.4347741
AGAP6__chr10,0,0,0,3.45519686,0,0
AGAP9__chr10,0,0,0,6.910393719,1.082245127,0
AGA__chr4,146.07184,188.0968632,189.0030747,138.2078744,225.1069865,114.3684176
AGBL2__chr11,0,15.18270645,13.10605262,0,0,6.961555854
AGBL3__chr7,0,2.530451074,0,0,2.164490255,0
AGBL5-AS1__chr2,0,0,20.00397506,6.910393719,0,0
AGBL5__chr2,28.36346408,56.51340733,49.66504152,120.9318901,42.20755997,44.75285906
AGER__chr6,11.34538563,5.90438584,46.90587255,103.6559058,37.87857946,5.967047875
AGFG1__chr2,311.9981049,596.3429699,373.1776037,514.8243321,515.1486806,530.0727529
AGFG2__chr7,500.6151411,89.4092713,180.0357755,152.0286618,139.6096214,274.4842023
AGGF1__chr5,784.2497819,603.0908394,582.8744456,628.8458285,406.9241679,508.1935774
AGK__chr7,363.0523403,204.966537,529.7604429,186.5806304,529.2178673,297.3578858
AGL__chr1,466.5789842,264.8538791,452.5037116,362.7956703,279.2192429,348.0777927
AGMAT__chr1,228.3258859,216.7753087,267.6393904,141.6630712,248.9163793,189.951024
AGMO__chr7,309.1617585,767.5701593,127.611565,293.6917331,453.4607084,539.0233247
AGO1__chr1,371.5613795,158.574934,244.8762464,172.759843,87.66185532,279.4567421
AGO2__chr8,243.9257911,133.2704233,132.4401107,124.387087,158.0077886,164.0938166
AGO3__chr1,42.54519612,78.44398331,32.42023544,51.8279529,29.22061844,172.0498804
AGO4__chr1,103.5266439,91.09623868,27.59168973,38.00716546,99.56655172,50.71990694
AGPAT1__chr6,460.9062913,375.3502427,478.7158169,621.9354348,362.5521177,336.143697
AGPAT2__chr9,442.4700397,423.4288131,245.5660386,183.1254336,333.3314992,348.0777927
AGPAT3__chr21,1090.575194,893.2492293,729.8001935,632.3010253,664.4985082,939.8100403
AGPAT4-IT1__chr6,0,0,25.522313,13.82078744,8.657961019,5.967047875
AGPAT4__chr6,120.5447224,59.8873421,31.73044319,72.55913405,79.0038943,1.989015958
AGPAT5__chr8,375.8158991,445.3593891,484.2341548,307.5125205,365.7988531,296.3633778
AGPS__chr2,801.2678603,1002.902109,910.5257612,1181.677326,1024.886136,799.5844153
AGR2__chr7,10030.73907,10111.68249,8549.974857,8147.354195,12743.43637,10305.09168
AGR3__chr7,831.0494976,906.7449683,499.4095842,528.6451195,848.4801799,675.2709179
AGRN__chr1,1253.665112,1412.835183,1268.527936,1506.465831,1773.799764,1556.404987
AGTPBP1__chr9,178.6898237,219.3057598,215.9049722,390.4372452,262.985566,249.6215028
AGTRAP__chr1,140.3991472,126.5225537,217.2845567,158.9390555,181.8171814,197.9070879
AGT__chr1,0,1.686967383,0,0,0,0
AHCTF1P1__chr2,0,0.843483691,0,0,0,0.994507979
AHCTF1__chr1,32.6179837,43.01766827,26.21210525,55.28314976,31.38510869,3.978031917
AHCYL1__chr1,2819.32833,2682.278139,2474.974569,2781.433472,2390.679486,2594.671318
AHCYL2__chr7,551.6693764,420.8983621,261.4312602,338.6092923,364.7166079,495.2649736
AHCY__chr20,974.2849912,1055.198098,1280.254404,1496.10024,1392.849479,1029.315758
AHDC1__chr1,124.799242,208.3404718,108.9871745,124.387087,91.99083583,61.65949471
AHI1__chr6,214.1441538,259.792977,319.3738087,501.0035447,296.5351649,250.6160108
AHNAK2__chr14,29.78163729,2.530451074,48.97524928,10.36559058,4.32898051,13.92311171
AHNAK__chr11,3817.722266,4231.75768,2448.072672,2826.351031,3538.941567,3187.398073
AHRR__chr5,73.74500661,129.8964885,55.87317171,41.46236232,4.32898051,91.49473408
AHR__chr7,480.7607162,680.691339,561.4908861,528.6451195,691.5546364,623.5565029
AHSA1__chr14,304.9072389,232.8014989,319.3738087,196.946221,232.6827024,325.2041092
AHSA2__chr2,191.4533826,154.3575155,142.7869944,245.318977,167.7479947,59.67047875
AHSG__chr3,0,0,0,0,0,0
AICDA__chr12,1.418173204,0.843483691,0.689792243,3.45519686,2.164490255,11.93409575
AIDA__chr1,1819.516221,1557.070894,1145.055124,1178.222129,1862.543864,1815.97157
AIF1L__chr9,52.47240855,31.20889659,54.49358723,41.46236232,62.77021739,34.80777927
AIFM1__chrX,248.1803107,233.6449825,248.3252076,359.3404734,362.5521177,394.8196677
AIFM2__chr10,96.43577788,115.5572657,202.7989195,162.3942524,127.704925,114.3684176
AIFM3__chr22,0,22.77405967,10.34688365,0,8.657961019,0
AIG1__chr6,1270.683191,1741.793823,1367.168226,1102.207798,1140.686364,1562.372035
AIM1L__chr1,97.85395109,92.78320606,111.7463434,41.46236232,134.1983958,94.47825802
AIM1__chr6,1233.810688,1192.68594,1069.177977,680.6737814,979.4318403,1145.673192
AIMP1__chr4,606.9781314,554.1687853,545.6256645,570.1074819,456.7074438,577.8091359
AIMP2__chr7,12.76355884,7.591353223,14.48563711,13.82078744,30.30286357,32.81876331
AIPL1__chr17,0,1.686967383,3.448961217,6.910393719,0,4.972539896
AIP__chr11,628.2507294,634.299736,386.2836563,393.892442,456.7074438,658.3642822
AIRE__chr21,0,0,1.379584487,0,0,0
AIRN__chr6,0,0,0,0,8.657961019,0
AJAP1__chr1,0,1.686967383,0,0,0,0
AJUBA__chr14,263.780216,266.5408465,507.6870911,342.0644891,398.2662069,385.8690959
AK1__chr9,2012.387777,1759.50698,1460.290179,1983.282997,1529.212365,1467.893777
AK2__chr1,2103.150862,1938.325523,1686.542035,1471.913862,2022.716143,1538.503844
AK3__chr9,2710.128993,2684.80859,2359.779265,2733.060716,2018.387163,2611.577953
AK4__chr1,1667.771688,2549.851199,1099.528836,646.1218128,1929.643062,1828.900174
AK5__chr1,0,0,0,0,0,0
AK6__chr5,85.09039225,172.9141568,154.5134625,158.9390555,158.0077886,154.1487368
AK7__chr14,95.01760468,175.4446078,152.4440858,20.73118116,226.1892316,297.3578858
AK8__chr9,8.509039225,11.80877168,0,0,8.657961019,0
AK9__chr6,77.99952623,43.01766827,71.04860107,172.759843,7.575715892,76.5771144
AKAIN1__chr18,0,0,0,0,0,13.92311171
AKAP10__chr17,212.7259806,128.2095211,167.6195151,117.4766932,125.5404348,162.1048006
AKAP11__chr13,276.5437748,392.2199165,514.5850136,559.7418913,503.2439842,650.4082184
AKAP12__chr6,11.34538563,12.65225537,50.35483377,41.46236232,27.05612818,94.47825802
AKAP13__chr15,1277.774057,845.1706589,947.0847501,998.5518925,577.918898,759.8040961
AKAP1__chr17,548.83303,505.2467312,410.4263848,421.5340169,589.8235944,524.105705
AKAP3__chr12,8.509039225,69.1656627,2.759168973,114.0214964,4.32898051,134.2585772
AKAP5__chr14,28.36346408,17.71315752,53.11400274,31.09677174,20.56265742,3.978031917
AKAP6__chr14,0,0,1.379584487,0,0,0
AKAP7__chr6,31.19981049,33.73934766,13.79584487,72.55913405,62.77021739,50.71990694
AKAP8L__chr19,62.39962098,76.75701593,38.62836563,58.73834662,51.94776611,43.75835108
AKAP8__chr19,228.3258859,215.931825,178.656191,238.4085833,188.3106522,134.2585772
AKAP9__chr7,775.7407427,720.3350725,558.7317171,445.7203949,529.2178673,525.100213
AKIP1__chr11,110.6175099,51.45250518,151.0645013,183.1254336,122.2936994,136.2475931
AKIRIN1__chr1,911.8853703,966.6323104,713.9349719,981.2759082,862.5493665,1094.953285
AKIRIN2__chr6,534.651298,584.5341982,426.9813986,321.333308,428.5690704,598.6938035
AKNA__chr9,97.85395109,56.51340733,40.00795012,114.0214964,59.52348201,100.4453059
AKR1A1__chr1,1348.682717,1214.616516,1348.543836,1029.648664,1557.350738,1216.283259
AKR1B10__chr7,496.3606214,406.5591393,237.2885317,338.6092923,443.7205022,291.3908379
AKR1B15__chr7,0,0,0.689792243,0,0,0
AKR1B1__chr7,269.4529088,221.8362109,179.3459833,272.9605519,306.275371,147.1871809
AKR1C1__chr10,165.9262649,160.2619014,53.80379498,186.5806304,161.254524,109.3958777
AKR1C2__chr10,211.3078074,140.8617765,36.5589889,41.46236232,61.68797226,40.77482715
AKR1C3__chr10,1822.352567,1813.489937,1445.804542,1150.580554,1577.913396,1712.54274
AKR1C4__chr10,235.4167519,262.3234281,133.8196952,114.0214964,362.5521177,297.3578858
AKR1D1__chr7,9.927212429,0,0,0,0,0
AKR1E2__chr10,2.836346408,0.843483691,28.28148198,0,36.79633433,0
AKR7A2__chr1,1046.611825,1164.007494,917.4236837,1067.65583,799.7791491,1053.18395
AKR7A3__chr1,161.6717453,82.66140177,77.25673126,62.19354348,101.731042,53.70343088
AKR7L__chr1,85.09039225,32.89586397,25.522313,51.8279529,40.04306971,8.950571813
AKT1S1__chr19,1996.787871,1499.714003,1293.360456,2833.261425,1428.563568,1877.631065
AKT1__chr14,4420.445877,4990.049519,5568.692781,5393.562298,6790.005929,4975.52342
AKT2__chr19,404.1793632,393.9068839,440.7772435,462.9963792,272.7257721,322.2205853
AKT3__chr1,0,0,0,0,41.12531484,0
AKTIP__chr16,231.1622323,243.7667868,173.1378531,117.4766932,173.1592204,289.4018219
ALAD__chr9,1752.86208,1706.367508,954.6724648,946.7239396,1505.402972,914.9473408
ALAS1__chr3,537.4876444,455.4811934,390.4224097,383.5268514,400.4306971,422.6658911
ALAS2__chrX,0,1.686967383,0,0,0,0
ALB__chr4,0,0,6.20813019,0,12.98694153,0
ALCAM__chr3,797.0133407,695.8740455,642.8863708,735.9569311,562.7674662,648.4192024
ALDH16A1__chr19,310.5799317,188.0968632,282.1250275,252.2293708,280.301488,181.0004522
ALDH18A1__chr10,1297.628482,1508.14884,1252.662714,1613.576934,1453.455206,1241.145958
ALDH1A1__chr9,12355.12495,11306.0554,10062.68925,9114.809316,12217.46524,12286.15157
ALDH1A2__chr15,82.25404584,0,0,3.45519686,0,0
ALDH1A3__chr15,577.1964941,625.8648991,993.3008304,860.3440181,1090.903088,593.7212636
ALDH1B1__chr9,670.7959256,705.9958498,810.505886,521.7347258,525.9711319,447.5285906
ALDH1L1__chr3,4.254519612,10.1218043,6.20813019,6.910393719,14.06918666,0
ALDH1L2__chr12,0,1.686967383,17.24480608,10.36559058,12.98694153,24.86269948
ALDH2__chr12,3958.121413,3519.013961,3105.44468,3272.071426,3578.984636,3654.816823
ALDH3A1__chr17,1107.593272,1038.328424,1916.242852,1720.688036,1185.058414,1185.453511
ALDH3A2__chr17,1683.371593,1724.080665,2086.621536,2176.774022,1664.493006,1640.938166
ALDH3B1__chr11,1428.100417,1330.173781,1235.417908,894.8959867,861.4671214,961.6892159
ALDH3B2__chr11,12.76355884,0.843483691,0.689792243,6.910393719,67.0991979,50.71990694
ALDH4A1__chr1,197.1260754,105.4354614,215.2151799,304.0573237,222.9424962,106.4123538
ALDH5A1__chr6,300.6527193,247.9842053,259.3618835,38.00716546,408.006413,107.4068618
ALDH6A1__chr14,416.942922,377.8806938,266.2598059,124.387087,227.2714767,119.3409575
ALDH7A1__chr5,1435.191283,1526.705482,1403.727215,1613.576934,1313.845585,1305.788977
ALDH8A1__chr6,0,8.434836915,8.27750692,0,5.411225637,1.989015958
ALDH9A1__chr1,1074.975289,1073.754739,1091.941121,1012.37268,751.0781184,1210.316211
ALDOA__chr16,9606.705285,10753.57358,5619.737407,6433.576553,8111.42723,8161.926985
ALDOB__chr9,39082.01716,27737.96119,10282.04318,9201.189238,27546.38523,17348.19719
ALDOC__chr17,1079.229808,1520.801096,272.4679361,172.759843,391.7727361,910.9693089
ALG10B__chr12,219.8168466,91.93972237,97.26070631,196.946221,138.5273763,81.54965429
ALG10__chr12,32.6179837,10.96528799,18.62439057,48.37275604,15.15143178,32.81876331
ALG11__chr13,24.10894447,32.89586397,9.657091407,20.73118116,11.9046964,21.87917554
ALG12__chr22,2541.366382,1848.916252,1636.876994,1558.293784,1015.145929,1269.986689
ALG13__chrX,232.5804055,183.8794447,164.1705539,203.8566147,503.2439842,156.1377527
ALG14__chr1,106.3629903,264.8538791,159.3420082,217.6774022,320.3445577,269.5116624
ALG1L9P__chr11,0,0,1.379584487,0,3.246735382,0
ALG1L__chr3,0,0,0,0,0,0
ALG1__chr16,103.5266439,43.01766827,26.90189749,86.37992149,30.30286357,12.92860373
ALG2__chr9,1205.447224,1047.606745,1343.025498,1765.605595,1909.080405,1159.596304
ALG3__chr3,5057.205646,3748.441525,4347.76051,4633.418989,3067.082691,3063.084576
ALG5__chr13,1269.265018,1861.568507,1432.698489,1938.365438,1639.601368,1633.97661
ALG6__chr1,116.2902027,177.1315752,149.6849168,200.4014179,321.4268028,296.3633778
ALG8__chr11,1073.557116,1217.146967,1130.569487,1192.042917,1108.21901,1448.003618
ALG9__chr11,340.361569,210.0274392,215.9049722,293.6917331,292.2061844,217.7972474
ALKBH1__chr14,151.7445328,206.6535044,248.3252076,114.0214964,517.3131709,205.8631517
ALKBH2__chr12,34.0361569,72.53959747,84.15465369,131.2974807,38.96082459,92.48924206
ALKBH3__chr11,28.36346408,70.00914639,71.04860107,86.37992149,99.56655172,92.48924206
ALKBH4__chr7,12.76355884,18.55664121,36.5589889,48.37275604,11.9046964,39.78031917
ALKBH5__chr17,5712.401666,5243.93811,6752.37627,5324.458361,3869.02633,6274.350841
ALKBH6__chr19,255.2711767,355.9501178,285.5739888,200.4014179,333.3314992,126.3025134
ALKBH7__chr19,667.9595791,543.2034973,510.4462601,594.2938599,626.6199288,472.3912901
ALKBH8__chr11,15.59990525,33.73934766,71.04860107,48.37275604,21.64490255,16.90663565
ALMS1-IT1__chr2,0,0,7.587714677,0,0,5.967047875
ALMS1P1__chr2,0,0,0,0,1.082245127,0
ALMS1__chr2,45.38154253,32.05238028,73.1179778,48.37275604,59.52348201,98.45628994
ALOX12-AS1__chr17,178.6898237,2.530451074,406.9774236,6.910393719,1.082245127,5.967047875
ALOX12B__chr17,1.418173204,0,0.689792243,0,24.89163793,0
ALOX12P2__chr17,0,0,0.689792243,0,0,0
ALOX15B__chr17,9.927212429,13.49573906,0,6.910393719,3.246735382,32.81876331
ALOX15__chr17,19.85442486,0,0,0,10.82245127,0
ALOX5AP__chr13,294.9800265,1.686967383,0,0,0,180.0059442
ALOX5__chr10,9.927212429,4.217418457,22.07335179,6.910393719,20.56265742,44.75285906
ALOXE3__chr17,0,0.843483691,0.689792243,0,0,2.983523938
ALPI__chr2,0,30.36541289,33.11002768,0,41.12531484,9.945079792
ALPK1__chr4,58.14510137,34.58283135,42.76711909,34.5519686,27.05612818,129.2860373
ALPK3__chr15,0,37.95676612,4.828545704,65.64874034,0,0
ALPPL2__chr2,0,3.373934766,1.379584487,0,1.082245127,0
ALPP__chr2,38.29067651,19.4001249,112.4361357,31.09677174,56.27674662,66.6320346
ALS2CL__chr3,72.32683341,30.36541289,42.07732685,55.28314976,61.68797226,32.81876331
ALS2CR11__chr2,0,0,0,0,0,0
ALS2CR12__chr2,0,0,0,0,1.082245127,0
ALS2__chr2,287.8891604,143.3922276,204.178504,304.0573237,199.1331034,237.687407
ALX3__chr1,1.418173204,0,0,0,2.164490255,0
ALYREF__chr17,533.2331248,518.7424703,574.5969387,780.8744903,654.7583021,520.1276731
AMACR__chr5,0,0,0,0,0,0
AMBP__chr9,0,17.71315752,20.6937673,0,0,0
AMBRA1__chr11,82.25404584,56.51340733,128.3013573,62.19354348,124.4581896,107.4068618
AMD1__chr6,1425.26407,1535.140319,1681.023697,1682.680871,1466.442148,1311.756025
AMDHD1__chr12,18.43625165,0,0,0,0,14.91761969
AMDHD2__chr16,2.836346408,10.1218043,8.27750692,13.82078744,2.164490255,6.961555854
AMELX__chrX,0,0,0,0,0,0
AMER1__chrX,0,21.93057598,4.828545704,0,18.39816717,45.74736704
AMER2__chr13,0,0,4.828545704,0,0,13.92311171
AMER3__chr2,1.418173204,0,0,0,0,0
AMFR__chr16,809.7768996,816.4922134,847.0648749,1105.662995,888.5232496,829.4196546
AMH__chr19,1.418173204,0,44.14670358,0,67.0991979,0.994507979
AMIGO1__chr1,31.19981049,9.278320606,8.967299164,6.910393719,8.657961019,27.84622342
AMIGO2__chr12,141.8173204,433.5506174,253.1537533,338.6092923,347.4006859,322.2205853
AMIGO3__chr3,7.090866021,27.83496182,14.48563711,0,20.56265742,22.87368352
AMMECR1L__chr2,104.9448171,247.9842053,169.6888919,338.6092923,253.2453598,182.9894682
AMMECR1__chrX,190.0352094,120.6181679,264.8802215,179.6702367,128.7871702,194.9235639
AMN1__chr12,175.8534773,195.6882164,183.4847367,179.6702367,282.4659782,296.3633778
AMN__chr14,1463.554747,1455.009368,602.1886285,656.4874034,905.8391716,930.8594685
AMOTL1__chr11,110.6175099,192.3142817,230.3906093,266.0501582,135.2806409,219.7862634
AMOTL2__chr3,1361.446276,1333.547716,1518.92252,2152.587644,1739.16792,926.8814366
AMOT__chrX,329.0161834,233.6449825,245.5660386,248.7741739,234.8471926,278.4622342
AMPD2__chr1,204.2169414,131.5834559,166.9297229,107.1111027,227.2714767,147.1871809
AMPD3__chr11,12.76355884,43.86115196,7.587714677,13.82078744,91.99083583,66.6320346
AMT__chr3,195.7079022,183.0359611,146.2359556,110.5662995,265.1500562,217.7972474
AMY2B__chr1,22.69077127,27.83496182,39.31815787,27.64157488,53.03001124,43.75835108
AMZ1__chr7,0,0.843483691,0,6.910393719,0,0
AMZ2P1__chr17,18.43625165,16.02619014,42.07732685,38.00716546,35.7140892,6.961555854
AMZ2__chr17,303.4890657,213.4013739,371.1082269,352.4300797,327.9202736,191.94004
ANAPC10__chr4,207.0532878,210.0274392,165.5501384,152.0286618,299.7819003,296.3633778
ANAPC11__chr17,748.7954518,827.4575013,766.3591824,808.5160652,832.246503,780.6887636
ANAPC13__chr3,1547.226966,1233.173157,1821.741315,2273.519534,1807.349363,1003.458551
ANAPC15__chr11,1.418173204,5.060902149,5.518337947,6.910393719,1.082245127,0.994507979
ANAPC16__chr10,879.2673866,1053.511131,873.2769801,673.7633877,914.4971326,870.1944818
ANAPC1__chr2,198.5442486,255.5755585,248.3252076,366.2508671,230.5182121,194.9235639
ANAPC2__chr9,133.3082812,171.2271894,148.9951246,207.3118116,132.0339055,165.0883245
ANAPC4__chr4,184.3625165,194.001249,374.5571881,252.2293708,255.4098501,216.8027395
ANAPC5__chr12,1395.482433,1465.131172,1484.432908,1983.282997,1482.675825,1324.684628
ANAPC7__chr12,302.0708925,186.4098958,391.8019942,317.8781111,351.7296664,538.0288167
ANGEL1__chr14,97.85395109,121.4616516,168.3093074,221.132599,62.77021739,39.78031917
ANGEL2__chr1,334.6888762,242.0798195,287.6433655,431.8996075,383.1147751,281.4457581
ANGPT1__chr8,0,0,0,0,0,0
ANGPT2__chr8,0,0,0,79.46952777,0,0
ANGPTL4__chr19,22.69077127,46.39160303,1.379584487,13.82078744,12.98694153,12.92860373
ANGPTL6__chr19,0,0.843483691,0,0,0,0
ANG__chr14,926.0671023,1452.478917,523.5523127,773.9640966,1310.598849,1205.343671
ANK1__chr8,178.6898237,15.18270645,146.9257478,224.5877959,63.85246252,32.81876331
ANK2__chr4,0,0,0,0,0,0
ANK3__chr10,350.2887814,310.4019985,290.4025345,248.7741739,318.1800674,206.8576597
ANKAR__chr2,17.01807845,0.843483691,17.24480608,13.82078744,4.32898051,10.93958777
ANKDD1A__chr15,0,6.747869532,0,0,0,0
ANKDD1B__chr5,0,3.373934766,14.48563711,0,0,0
ANKEF1__chr20,144.6536668,176.2880915,112.4361357,179.6702367,83.33287481,88.51121015
ANKFN1__chr17,0,0,0.689792243,0,5.411225637,0
ANKFY1__chr17,445.3063861,304.4976126,400.0795012,438.8100012,331.167009,597.6992955
ANKHD1-EIF4EBP3__chr5,4.254519612,0.843483691,0.689792243,3.45519686,0,0.994507979
ANKHD1__chr5,347.452435,214.2448576,263.500637,252.2293708,257.5743403,198.9015958
ANKH__chr5,650.9415007,488.3770574,311.0963018,632.3010253,455.6251986,554.9354524
ANKIB1__chr7,372.9795527,389.6894655,329.0309001,317.8781111,336.5782346,607.6443753
ANKLE1__chr19,14.18173204,0.843483691,8.27750692,0,0,0.994507979
ANKLE2__chr12,241.0894447,302.8106452,378.0061494,307.5125205,267.3145465,409.7372874
ANKMY1__chr2,34.0361569,11.80877168,22.07335179,6.910393719,4.32898051,1.989015958
ANKMY2__chr7,171.5989577,393.9068839,240.0477007,252.2293708,329.0025187,176.0279123
ANKRA2__chr5,143.2354936,257.2625259,317.3044319,424.9892137,401.5129423,295.3688698
ANKRD10__chr13,774.3225695,1890.246953,1102.288005,915.6271678,749.9958733,1267.997673
ANKRD11__chr16,1150.138469,604.7778068,771.8775203,853.4336244,760.8183245,705.1061572
ANKRD12__chr18,978.5395109,1013.023913,578.7356922,742.8673248,743.5024025,632.5070748
ANKRD13A__chr12,269.4529088,391.3764329,224.8722713,421.5340169,264.0678111,321.2260773
ANKRD13B__chr17,92.18125827,63.26127686,14.48563711,24.18637802,27.05612818,35.80228725
ANKRD13C__chr1,187.1988629,391.3764329,182.7949445,231.4981896,341.9894603,286.418298
ANKRD13D__chr11,68.0723138,64.94824424,21.38355954,266.0501582,95.23757121,103.4288298
ANKRD16__chr10,31.19981049,26.14799444,26.90189749,38.00716546,29.22061844,18.8956516
ANKRD17__chr4,970.0304716,916.023289,1033.998573,773.9640966,810.6016004,1041.249854
ANKRD18A__chr9,8.509039225,7.591353223,0,13.82078744,5.411225637,13.92311171
ANKRD18B__chr9,0,0,0,0,0,0.994507979
ANKRD18DP__chr3,0,0.843483691,0,0,0,2.983523938
ANKRD19P__chr9,0,0,1.379584487,17.2759843,0,21.87917554
ANKRD1__chr10,22.69077127,57.35689102,83.46486145,79.46952777,53.03001124,22.87368352
ANKRD20A4__chr9,0,0,0,0,0,0
ANKRD20A5P__chr18,0,0,0,0,0,0
ANKRD20A8P__chr2,7.090866021,0,0.689792243,0,0,0
ANKRD20A9P__chr13,161.6717453,172.9141568,123.4728116,214.2222053,169.912485,137.2421011
ANKRD22__chr10,757.304491,1042.545843,1018.823143,1040.014255,858.220386,1047.216902
