,1_1,1_2,1b24_1,1b24_2,1b60_1,1b60_2,6_1,6_2,6a24_1,6a24_2,6a60_1,6a60_2,6b24_1,6b24_2,6b60_1,6b60_2
ACOT4__chr14,13.64566249,30.71396305,17.99241529,43.05770666,67.7057049,70.6292274,7.061923824,1.900814354,7.157310071,25.60163504,5.783682083,13.21001893,20.15230429,76.63223128,17.30245233,11.76790916
ACOT7__chr1,263.8161416,269.1128191,386.8369287,375.9269005,390.5168336,287.5618544,255.5132438,198.6351,391.7434379,368.379082,432.1987884,397.8857702,388.118453,157.7722409,310.1624788,426.7146192
ACOT8__chr20,52.56107035,8.04413318,35.98483058,51.33803487,101.5585573,50.44944814,30.8156676,31.36343685,41.98955241,28.44626116,54.68208515,50.72647269,35.82631873,0,30.75991526,52.18811889
ACOT9__chrX,29.31290462,21.2072602,76.46776498,57.96229743,32.643822,65.58428259,62.27332827,68.42931676,76.34464075,65.42640067,57.31103155,101.9813461,70.90625583,81.14000959,45.49904132,76.74723367
ACOX1__chr17,223.384549,179.8960693,215.9089835,231.8491897,253.8963934,322.8764681,158.5722895,111.1976397,193.2473719,173.5221931,98.32259541,115.7197658,214.2115308,85.6477879,172.3836917,104.887886
ACOX2__chr3,26.28053518,32.17653272,11.99494353,18.21672205,47.15218734,136.21351,8.345909974,0,0,2.844626116,3.680524962,4.227206057,0.74638164,0,7.689978814,2.046592898
ACOX3__chr4,25.26974536,33.63910239,17.99241529,28.1531159,33.85285245,45.40450333,50.07545984,30.41302967,35.30939635,36.98013951,36.80524962,15.85202272,9.702961324,31.55444818,18.58411547,30.18724524
ACP1__chr2,290.6020717,380.9993988,377.8407211,316.3085374,313.1388852,292.6067992,316.5025859,392.5181642,377.4288177,369.8013951,415.8993207,463.407464,427.6766799,333.575595,342.2040572,433.3660461
ACP2__chr11,64.18515322,43.87709007,61.47408558,102.6760697,107.6037096,95.85395147,18.61779917,19.95855072,25.76631625,28.44626116,37.85682818,30.11884316,36.57270038,4.507778311,23.06993644,23.0241701
ACP5__chr19,3.032369443,6.581563511,1.499367941,0,0,0,0,0,0,5.689252232,0,1.056801514,0,0,0,0
ACP6__chr1,62.16357359,110.42401,80.96586881,76.17901948,73.75085712,30.26966889,75.11318977,91.23908901,50.5783245,79.64953125,89.90996693,72.39090373,73.89178239,76.63223128,66.00565149,75.72393722
ACP7__chr19,0,0.731284835,0,0,3.627091334,0,0,0,0.477154005,0,0,0,0,0,1.922494704,0.511648224
ACPP__chr3,7.580923608,7.312848346,37.48419852,8.280328205,12.09030445,15.13483444,7.061923824,7.603257418,15.26892815,19.91238281,12.61894273,11.0964159,5.971053122,0,6.408315678,15.86109496
ACR__chr22,18.19421666,11.70055735,8.996207645,3.312131282,3.627091334,15.13483444,0,0.950407177,21.47193021,0,0.52578928,3.6988053,12.68848789,13.52333493,5.767484111,5.116482245
ACRBP__chr12,0.505394907,0.731284835,0,0,1.209030445,0,1.28398615,15.20651484,0.477154005,0,0,3.170404543,0,0,4.485820975,0
ACRC__chrX,0,9.506702849,0,0,0,15.13483444,5.777937674,19.00814354,1.908616019,4.266939174,4.206314242,6.869209843,2.239144921,0,8.330810382,3.581537571
ACRV1__chr11,0,0,0,0,0,0,0,4.752035886,0,0,0,0,0,0,0,0
ACSBG1__chr15,0,0,1.499367941,0,0,0,0,0.950407177,1.908616019,0,0,0,0,0,0,1.534944673
ACSF2__chr17,21.2265861,13.16312702,16.49304735,18.21672205,20.55351756,45.40450333,23.75374377,29.46262249,16.70039016,14.22313058,13.14473201,3.170404543,15.67401445,40.5700048,14.73912606,13.81450206
ACSF3__chr16,43.46396202,26.32625404,31.48672676,31.46524718,48.36121778,141.2584548,80.89112744,91.23908901,28.62924028,46.93633091,34.7020925,37.51645376,33.58717381,0,53.8298517,56.28130469
ACSL1__chr4,89.96029349,109.6927252,113.9519635,175.5429579,77.37794846,100.8988963,163.066241,142.5610766,198.496066,180.6337584,133.0246879,129.9865863,179.1315937,94.66334453,133.9337977,148.8896333
ACSL3__chr2,172.3396634,216.460311,283.3805408,339.4934564,187.3997189,151.3483444,324.2065028,305.0807039,242.3942344,207.6577065,288.1325256,242.5359475,318.7049604,360.6222649,219.8052278,259.917298
ACSL4__chrX,113.2084592,65.81563511,95.95954822,104.3321354,62.86958312,40.35955851,98.86693354,115.9496756,84.45625883,147.920558,140.9115271,86.65772418,132.855932,130.725571,88.43475636,93.63162508
ACSL5__chr10,907.1838585,930.9255944,343.3552585,263.3144369,1101.426735,1200.696866,724.8101816,642.4752518,385.5404358,344.19976,358.5882892,407.9253845,311.241144,455.2856094,337.7182363,405.2253938
ACSL6__chr5,4.548554165,0,0,0,6.045152223,0,0,1.900814354,0,0,0,0,0,0,0,0.511648224
ACSM1__chr16,0,0,1.499367941,0,0,0,0.641993075,0,0,0,0,0,0,0,0,0
ACSM2A__chr16,0,0,0,0,2.418060889,0,0,0,0,0,0,0,0,0,0,0
ACSM2B__chr16,0,0,0,1.656065641,0,0,0,0,0.954308009,0,0,0,0,0,0,0
ACSM3__chr16,10.10789814,16.81955119,7.496839704,21.52885333,9.672243557,0,25.03772992,17.10732919,8.588772085,18.49006975,11.04157489,16.90882423,12.68848789,0,15.37995763,13.30285384
ACSM6__chr10,0,0,0,0,0,0,0,0,0.954308009,0,0,0,0,0,0,0
ACSS1__chr20,91.47647821,58.50278676,68.97092528,82.80328205,90.67728335,100.8988963,48.79147369,48.47076604,28.62924028,28.44626116,32.59893538,22.72123256,35.82631873,4.507778311,25.63326271,33.76878281
ACSS2__chr20,593.3336211,609.891552,358.3489379,483.5711672,435.2509601,544.85404,1205.021002,977.0185782,668.0156066,753.8259207,445.3435204,429.0614148,535.1556361,766.3223128,340.2815625,470.2047183
ACSS3__chr12,0,0,0,0,0,0,0,0,0.954308009,0,0,0,0,0,0,0
ACTA1__chr1,0,0,0,0,0,0,11.55587535,0,0,0,0,0,0,0,0,0
ACTA2__chr10,48.01251619,4.387709007,4.498103823,3.312131282,1.209030445,10.08988963,17.33381302,9.504071772,11.45169611,2.844626116,4.732103523,6.869209843,2.239144921,9.015556622,7.049147246,7.163075142
ACTB__chr7,19732.63876,16186.98981,28861.33349,28570.44444,21154.40569,19690.41961,13656.47669,12046.41097,25177.98537,19854.06798,16513.46393,13769.59533,20966.60666,7537.005336,18392.50683,16082.63864
ACTBL2__chr5,0,0,0,0,1.209030445,0,0,0,0,0,3.154735682,1.056801514,0,0,0,0
ACTC1__chr15,0,0,0,0,2.418060889,0,0,0,0,0,0,0,0,0,0,0
ACTG1__chr17,9067.29003,7026.18469,10099.74245,10353.72239,8620.38707,9111.170335,7091.455506,5864.96269,18484.46899,17137.45004,7606.067729,7152.96105,17433.23597,13847.89497,7848.905043,7413.271124
ACTG1P17__chr15,0,0,0,6.624262564,0,0,2.5679723,0,0.477154005,0,0,0,0,0,1.922494704,8.698019816
ACTG1P20__chr1,3.537764351,0,2.998735882,1.656065641,1.209030445,0,5.777937674,0.950407177,7.634464075,1.422313058,4.732103523,6.340809086,7.463816403,9.015556622,4.485820975,1.534944673
ACTG1P4__chr1,0.505394907,0,0,0,0,0,0,0,0,0,0.52578928,0,0,0,0,0
ACTL10__chr20,13.64566249,5.118993842,5.997471763,9.936393846,2.418060889,10.08988963,3.85195845,2.851221532,8.588772085,9.956191406,7.886839204,3.6988053,8.210198043,4.507778311,9.612473518,9.20966804
ACTL6A__chr3,99.56279672,118.4681432,113.9519635,140.7655795,72.54182668,55.49439296,136.1025319,154.9163699,181.3185218,153.6098103,204.53203,196.5650817,182.1171202,265.9589203,196.7352913,222.0553294
ACTL6B__chr7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.922494704,0
ACTN1__chr14,894.5489858,643.5306544,2178.581618,2177.726318,813.6774892,908.0900666,2482.587221,2039.573802,1396.629772,1264.436309,1486.932085,1430.90925,1703.989285,662.6434117,1530.946616,1145.068726
ACTN4__chr19,4323.148036,3274.693489,5556.657589,4448.192312,5497.461432,6255.73157,3587.457303,3598.241573,6347.102571,8011.889456,4242.593703,3732.622949,4782.813551,3507.051526,3864.855186,3163.009324
ACTR10__chr14,451.8230471,340.0474481,830.6498392,476.9469046,401.3981076,322.8764681,163.7082341,181.5277708,339.7336514,691.2441462,187.1809838,215.5875089,346.3210811,153.2644626,176.8695127,247.6377406
ACTR1A__chr10,322.9473457,432.1893372,191.9190964,231.8491897,406.2342294,655.8428259,315.2185998,210.0399862,257.6631625,277.3510463,431.1472098,389.431358,283.6250233,265.9589203,290.2967002,405.2253938
ACTR1B__chr2,109.6706949,97.260883,175.4260491,150.7019733,96.72243557,156.3932892,191.9559294,162.5196273,145.0548174,116.6296708,120.9315345,79.26011358,199.283898,108.1866795,109.5821981,121.7722774
ACTR2__chr2,800.0401381,891.4362133,826.1517354,919.1164307,835.4400372,716.3821636,631.7211857,529.3767977,746.2688634,796.4953125,630.4213471,628.796901,738.9178239,725.752308,751.0545975,714.7725696
ACTR3__chr2,981.4769098,1031.111617,1019.5702,1076.442667,1076.037096,1109.887859,552.7560375,562.6410489,956.6937794,773.7383035,523.6861232,492.4695057,844.9040168,1248.654592,594.0508634,551.0451377
ACTR3B__chr7,12.12947777,7.312848346,16.49304735,23.18491897,4.836121778,10.08988963,35.30961912,11.40488613,25.28916225,42.66939174,22.60893905,27.47683937,26.12335741,0,36.52739937,19.44263253
ACTR3C__chr7,28.80750971,31.44524789,26.98862294,31.46524718,45.9431569,5.044944814,8.345909974,0,10.0202341,7.11156529,9.464207045,14.26682044,14.92763281,0,10.25330509,20.9775772
ACTR5__chr20,8.591713423,8.775418015,13.49431147,6.624262564,22.97157845,0,28.2476953,16.15692201,26.24347026,27.0239481,28.91841042,18.4940265,11.94210624,0,20.50661017,19.44263253
ACTR6__chr12,34.8722486,33.63910239,17.99241529,49.68196923,44.73412645,15.13483444,30.8156676,48.47076604,35.78655035,46.93633091,34.17630322,37.51645376,41.05099022,40.5700048,33.9640731,31.72218992
ACTR8__chr3,28.3021148,18.28212086,22.49051911,23.18491897,4.836121778,45.40450333,17.33381302,22.80977225,29.10639429,32.71320033,24.71209617,23.24963332,36.57270038,9.015556622,24.35159958,17.90768786
ACTRT3__chr3,8.591713423,3.656424173,1.499367941,3.312131282,7.254182668,0,0,1.900814354,1.908616019,0,0.52578928,4.755606815,2.985526561,18.03111324,0.640831568,5.116482245
ACVR1__chr2,66.71212775,71.66591379,83.96460469,67.89869128,71.33279623,35.3146137,123.9046635,61.77646652,36.74085836,91.02803571,41.53735314,31.17564467,42.5437535,0,70.49147246,81.35206769
ACVR1B__chr12,81.87397497,79.71004697,92.96081233,57.96229743,59.24249179,297.651744,44.29752217,54.1732091,37.69516637,51.20327009,44.16629954,38.57325527,23.88421249,22.53889155,46.13987288,33.76878281
ACVR1C__chr2,18.19421666,31.44524789,4.498103823,16.56065641,35.06188289,0,23.1117507,24.71058661,14.79177415,5.689252232,30.49577826,16.38042347,18.65954101,4.507778311,17.9432839,28.65230057
ACVR2A__chr2,64.18515322,87.02289531,64.47282146,74.52295384,89.4682529,45.40450333,40.44556372,25.66099378,38.64947438,25.60163504,39.43419602,25.36323634,43.29013514,45.07778311,27.55575742,45.02504375
ACVR2B__chr3,5.559343979,6.581563511,1.499367941,11.59245949,0,5.044944814,10.91388227,19.00814354,3.817232038,4.266939174,18.92841409,9.511213629,1.492763281,0,13.45746292,8.186371591
ACVR2B-AS1__chr3,2.526974536,1.462569669,1.499367941,1.656065641,7.254182668,0,1.925979225,13.30570048,0,0,2.103157121,1.585202272,0,0,0,0
ACVRL1__chr12,6.570133794,5.118993842,0,6.624262564,15.71739578,0,0,0,0.477154005,0,0,0,0.74638164,0,0,0
ACY1__chr3,0,0,0,0,0,0,0,0.950407177,0.477154005,0,0,0,0,0,0,0
ACY3__chr11,224.9007337,251.5619831,109.4538597,152.358039,226.0886931,272.42702,67.40927287,48.47076604,33.87793433,31.29088728,99.89996325,81.37371661,119.4210624,58.60111804,103.814714,77.25888189
ACYP1__chr14,12.12947777,18.28212086,14.99367941,43.05770666,26.59866978,0,47.50748754,82.68542442,64.41579064,45.51401785,40.48577458,76.08970903,44.03651678,31.55444818,51.907357,69.58415853
ACYP2__chr2,12.12947777,70.20334412,55.47661381,24.84098461,35.06188289,35.3146137,17.33381302,30.41302967,40.0809364,58.31483538,25.76367473,45.97086587,100.0151398,144.2489059,33.32324153,30.18724524
ADA__chr20,2.021579629,5.850278676,13.49431147,11.59245949,8.463213112,15.13483444,12.19786842,19.00814354,12.40600412,22.75700893,15.24788913,20.07922877,12.68848789,18.03111324,26.27409428,25.58241122
ADAL__chr15,28.3021148,13.89441186,17.99241529,19.87278769,19.34448711,10.08988963,17.9758061,19.95855072,10.0202341,24.17932199,15.24788913,24.30643483,17.16677773,0,27.55575742,16.88439141
ADAM10__chr15,296.6668105,359.0608538,212.9102476,238.4734523,263.5686369,388.4607507,236.2534516,234.7505728,201.35899,285.8849247,186.6551945,191.2810741,193.3128448,572.4878455,140.9829449,170.3788587
ADAM11__chr17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.844989407,0
ADAM12__chr10,2.526974536,0,0,0,8.463213112,0,1.28398615,0,0,0,0,0,0,0,0.640831568,0
ADAM15__chr1,52.56107035,18.28212086,43.48167029,86.11541333,45.9431569,55.49439296,108.4968297,101.693568,59.16709658,96.71728794,80.44575988,76.08970903,55.97862302,9.015556622,66.64648306,61.90943516
ADAM17__chr2,85.91713423,62.89049577,68.97092528,139.1095138,54.40637001,50.44944814,120.6946981,110.2472326,89.22779888,79.64953125,77.2910242,78.20331206,62.69605779,22.53889155,134.5746292,122.7955739
ADAM19__chr5,0,0,0,0,0,0,0.641993075,1.900814354,0.954308009,0,0.52578928,0,0,0,0,0
ADAM1A__chr12,3.537764351,18.28212086,0,1.656065641,7.254182668,10.08988963,1.925979225,5.702443063,4.294386042,0,5.783682083,17.43722499,8.210198043,4.507778311,3.204157839,0.511648224
ADAM2__chr8,0.505394907,0,0,0,0,0,0,1.900814354,0,0,0,0,0,0,0,0
ADAM20__chr14,0,0,0,1.656065641,0,0,0,0,0,0,0,0,0,0,0,1.534944673
ADAM22__chr7,0,0,0,0,1.209030445,0,1.28398615,0,0,0,1.577367841,0,0.74638164,0,1.281663136,3.069889347
ADAM28__chr8,40.43159258,61.4279261,52.47787793,36.4334441,54.40637001,15.13483444,1.28398615,1.900814354,2.385770024,0,1.051578561,2.642003786,2.239144921,0,3.204157839,0.511648224
ADAM29__chr4,0,0,0,0,4.836121778,0,0,0,0,0,0,2.113603029,0,0,0,0
ADAM30__chr1,0,0,0,0,2.418060889,0,0,0,0,0,0,0,0,0,0,0
ADAM32__chr8,0,0,4.498103823,0,0,0,1.925979225,0,0,0,0,1.056801514,0,0,0,1.023296449
ADAM33__chr20,0,0,0,0,0,0,1.28398615,0,0,1.422313058,0,0.528400757,0,9.015556622,0,0
ADAM3A__chr8,0,0,0,0,2.418060889,15.13483444,0,0,0,0,0,0,0,0,0,0
ADAM8__chr10,24.76435045,30.71396305,22.49051911,21.52885333,30.22576112,5.044944814,208.0057563,163.4700345,37.21801237,32.71320033,45.2178781,29.5904424,33.58717381,36.06222649,50.62569386,14.83779851
ADAM9__chr8,601.4199396,696.1831625,575.7572893,597.8396964,524.719213,524.6742607,534.7802314,469.5011455,533.4581773,341.3551339,402.7545887,421.1354035,677.7145294,851.9701007,340.2815625,378.6196861
ADAMTS1__chr21,0,0,0,0,1.209030445,0,0,0,0,0,0.52578928,1.056801514,0,4.507778311,0,0.511648224
ADAMTS13__chr9,1.010789814,0,0,0,0,0,1.28398615,0,1.908616019,7.11156529,0.52578928,2.642003786,5.971053122,0,4.485820975,3.581537571
ADAMTS14__chr10,0,0,0,1.656065641,0,5.044944814,2.5679723,0,1.908616019,0,1.051578561,1.585202272,6.717434763,0,2.563326271,0
ADAMTS15__chr11,0.505394907,0,0,0,0,0,0,0,0,0,2.103157121,0,0,0,0,0.511648224
ADAMTS17__chr15,1.010789814,2.193854504,0,0,0,0,0.641993075,0.950407177,0.954308009,0,2.628946401,2.642003786,2.985526561,0,0,2.558241122
ADAMTS18__chr16,0,0,2.998735882,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS19__chr5,0,0,0,0,2.418060889,0,17.9758061,13.30570048,8.588772085,15.64544364,0.52578928,10.56801514,8.210198043,13.52333493,12.17579979,7.163075142
ADAMTS2__chr5,1.010789814,3.656424173,13.49431147,4.968196923,0,0,0,0.950407177,0,0,0,0,0,0,0,0.511648224
ADAMTS3__chr4,0,0,0,0,0,0,0,0,0.954308009,0,0,0,0,0,0,0
ADAMTS4__chr1,0,0,0,0,2.418060889,0,0.641993075,0,0,0,0,0,0,0,0,0
ADAMTS6__chr5,0,0,2.998735882,6.624262564,0,0,0.641993075,0,0,0,0,1.056801514,0,0,1.281663136,5.116482245
ADAMTS7__chr15,1.010789814,0,0,0,6.045152223,0,0,1.900814354,0,0,0,0,0,9.015556622,0,0.511648224
ADAMTS9__chr3,0,0,0,0,0,0,0,0,0,0,0,0,3.731908202,0,0,0.511648224
ADAMTSL2__chr9,0,0,0,0,2.418060889,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL4__chr1,9.09710833,10.96927252,4.498103823,6.624262564,9.672243557,0,8.345909974,12.3552933,6.203002061,1.422313058,0,12.15321742,3.731908202,0,7.689978814,10.23296449
ADAMTSL4-AS1__chr1,0,0,0,1.656065641,0,0,0.641993075,0,0.477154005,2.844626116,0,0,0,0,0,3.069889347
ADAMTSL5__chr19,90.46568839,87.02289531,50.97850999,86.11541333,123.3211054,65.58428259,64.84130057,40.86750862,63.46148263,73.96027901,48.89840307,44.3856636,45.52928006,90.15556622,42.93571505,57.81624936
ADAP1__chr7,125.337937,57.77150193,155.9342659,79.49115077,118.4849836,131.1685652,181.6840402,155.8667771,165.5724396,179.2114453,158.2625734,153.7646203,164.9503425,27.04666986,168.5387023,149.9129298
ADAP2__chr17,4.043159258,4.387709007,8.996207645,1.656065641,2.418060889,10.08988963,10.2718892,0.950407177,0.954308009,12.80081752,2.628946401,3.170404543,5.224671482,0,1.281663136,0.511648224
ADAR__chr1,647.9162711,562.3580378,604.2452802,496.8196923,660.1306228,958.5395147,464.8029862,520.8231331,422.2812942,507.7657617,633.5760827,688.5061866,314.2266706,193.8344674,786.9411653,918.9202111
ADARB1__chr21,11.11868796,2.925139338,7.496839704,6.624262564,9.672243557,15.13483444,13.48185457,9.504071772,9.543080094,8.533878348,15.24788913,12.68161817,5.224671482,0,35.8865678,16.37274318
ADARB2__chr10,0,0,0,0,0,0,1.925979225,0,0,0,0,0,0,0,0,0
ADAT1__chr16,119.2731981,179.8960693,64.47282146,91.08361025,95.51340513,75.67417222,105.9288574,172.0236991,109.7454211,130.8528013,149.3241556,143.1966052,86.58027028,45.07778311,386.4214354,133.0285384
ADAT2__chr6,24.76435045,38.0268114,11.99494353,21.52885333,18.13545667,25.22472407,35.30961912,102.6439751,33.40078033,65.42640067,78.86839204,68.16369768,21.64506757,18.03111324,49.34403072,50.65317422
ADAT3__chr19,29.81829953,14.62569669,41.98230234,14.90459077,6.045152223,10.08988963,27.60570222,16.15692201,10.97454211,45.51401785,15.24788913,19.55082802,6.717434763,4.507778311,10.25330509,4.093185796
ADCK1__chr14,73.78765645,31.44524789,35.98483058,67.89869128,82.21407023,30.26966889,43.01353602,33.2642512,41.98955241,46.93633091,77.2910242,109.3789567,24.63059413,0,76.25895657,64.97932451
ADCK2__chr7,19.71040138,10.23798768,16.49304735,24.84098461,15.71739578,30.26966889,25.03772992,16.15692201,14.31462014,9.956191406,30.49577826,27.47683937,23.13783085,9.015556622,26.27409428,24.04746655
ADCK3__chr1,47.00172637,20.47597537,37.48419852,51.33803487,32.643822,45.40450333,96.29896124,65.57809523,22.42623822,24.17932199,59.41418867,57.59568253,22.39144921,4.507778311,40.37238877,48.0949331
ADCK4__chr19,40.93698748,26.32625404,37.48419852,21.52885333,24.18060889,80.71911703,23.1117507,23.76017943,31.01501031,21.33469587,25.23788545,24.83483559,29.85526561,0,19.8657786,29.67559702
ADCK5__chr8,30.32369443,36.56424173,37.48419852,54.65016615,39.89800467,121.0786755,31.45766067,13.30570048,24.33485424,49.78095703,32.59893538,29.5904424,18.65954101,0,20.50661017,21.48922543
ADCY1__chr7,0,0,1.499367941,8.280328205,1.209030445,10.08988963,19.25979225,1.900814354,9.065926089,11.37850446,16.29946769,11.62481666,20.89868593,0,18.58411547,5.116482245
ADCY10__chr1,0,0.731284835,0,0,6.045152223,0,0,0.950407177,0,0,0,0,0,0,0,0
ADCY10P1__chr6,4.548554165,2.925139338,0,3.312131282,1.209030445,0,9.629896124,2.851221532,1.431462014,0,5.783682083,1.056801514,1.492763281,0,5.126652543,4.60483402
ADCY2__chr5,0,3.656424173,0,0,0,0,0,0,0.954308009,0,0,3.170404543,0,0,1.281663136,0
ADCY3__chr2,1.516184722,2.193854504,2.998735882,1.656065641,0,0,1.925979225,4.752035886,2.385770024,5.689252232,4.732103523,1.585202272,7.463816403,40.5700048,5.767484111,9.20966804
ADCY4__chr14,4.548554165,3.656424173,0,0,6.045152223,5.044944814,0,0,5.725848057,0,0,0,2.239144921,0,0,3.581537571
ADCY5__chr3,0,0,2.998735882,0,0,0,0,0,0,0,0,0,0,0,0,0
